"id","town","county"
"30086","Drumpellier","Lanarkshire"
"30087","Drummore","Dumfries and Galloway"
"30088","Drummond","Highland"
"30089","Drumgley","Angus"
"30090","Drumguish","Highland"
"30091","Drumlemble","Argyll and Bute"
"30092","Drumlithie","Aberdeenshire"
"30093","Drummersdale","Lancashire"
"30094","Drumgelloch","Lanarkshire"
"30095","Drumfearn","Highland"
"30096","Drumelzier","Scottish Borders"
"30097","Drumeldrie","Fife"
"30098","Drumclog","Lanarkshire"
"30099","Drumdollo","Aberdeenshire"
"30100","Drumchork","Highland"
"30101","Drumbuie","Highland"
"30102","Drumburgh","Cumbria"
"30103","Drumchapel","Glasgow"
"30104","Drumadoon Point","Ayrshire"
"30105","Drumbeg","Highland"
"30106","Drumblade","Aberdeenshire"
"30107","Drum","Edinburgh"
"30108","Drum","Perth and Kinross"
"30109","Druimarbin","Highland"
"30110","Druimindarroch","Highland"
"30111","West Helmsdale","Highland"
"30112","West Heath","Cheshire"
"30113","West Heath","Hampshire"
"30114","Druie","Highland"
"30115","Druidston","Pembrokeshire/Sir Benfro"
"30116","Druid","Denbighshire/Sir Ddinbych"
"30117","Druggers End","Worcestershire"
"30118","Dropping Well","South Yorkshire"
"30119","Droxford","Hampshire"
"30120","Droylsden","Manchester"
"30121","Drub","West Yorkshire"
"30122","Drope","Glamorgan/Morgannwg"
"30123","Droop","Dorset"
"30124","Dronley","Angus"
"30125","Drongan","Ayrshire"
"30126","Dronfield Woodhouse","Derbyshire"
"30127","Droman","Highland"
"30128","Dron","Perth and Kinross"
"30129","Dronfield","Derbyshire"
"30130","Droitwich Canal","Worcestershire"
"30131","Droitwich","Worcestershire"
"30132","Drointon","Staffordshire"
"30133","Drive End","Dorset"
"30134","Driver's End","Hertfordshire"
"30135","West Heath","London"
"30136","West Heath","West Midlands"
"30137","West Head","Norfolk"
"30138","Westhead","Lancashire"
"30139","Drinkstone Green","Suffolk"
"30140","Drinkstone","Suffolk"
"30141","Drinisiadar","Western Isles"
"30142","Dringhouses","North Yorkshire"
"30143","Dringhoe","North Yorkshire"
"30144","Drimnagall","Argyll and Bute"
"30145","Drimnin","Highland"
"30146","Drimpton","Dorset"
"30147","Drighlington","West Yorkshire"
"30148","Drigg","Cumbria"
"30149","Drift","Cornwall"
"30150","Driffield Canal","North Yorkshire"
"30151","Driffield","North Yorkshire"
"30152","Driffield","Gloucestershire"
"30153","Driby","Lincolnshire"
"30154","Drewsteignton","Devon"
"30155","Dreumasdal","Western Isles"
"30156","Dresden","Staffordshire"
"30157","Drem","East Lothian"
"30158","Drellingore","Kent"
"30159","Dre-goch","Denbighshire/Sir Ddinbych"
"30160","Dreghorn","Edinburgh"
"30161","Dreghorn","Ayrshire"
"30162","Dre-fach","Carmarthenshire/Sir Gaerfyrddin"
"30163","Dreggie","Highland"
"30164","Drefach","Carmarthenshire/Sir Gaerfyrddin"
"30165","Dre-fach","Cardiganshire/Ceredigion"
"30166","Dreenhill","Pembrokeshire/Sir Benfro"
"30167","Dreemskerry","Isle of Man"
"30168","Drebley","North Yorkshire"
"30169","Westhay","Somerset"
"30170","Drayton St Leonard","Oxfordshire"
"30171","Drayton Parslow","Buckinghamshire"
"30172","Drayton Beauchamp","Buckinghamshire"
"30173","Drayton Bassett","Staffordshire"
"30174","Drayton","Norfolk"
"30175","Drayton","Oxfordshire"
"30176","Drayton","Lincolnshire"
"30177","Drayton","Northamptonshire"
"30178","Drayton","Oxfordshire"
"30179","Drayton","Warwickshire"
"30180","Drayton","Worcestershire"
"30181","Drayton","Leicestershire"
"30182","Drayton","Somerset"
"30183","Drayton","Hampshire"
"30184","Drayford","Devon"
"30185","Draycott in the Moors","Staffordshire"
"30186","Draycott in the Clay","Staffordshire"
"30187","Draycott","Gloucestershire"
"30188","Draycott","Derbyshire"
"30189","Draycott","Gloucestershire"
"30190","Draycott","Gloucestershire"
"30191","Draycott","Shropshire"
"30192","Draycott","Somerset"
"30193","Draycot Foliat","Wiltshire"
"30194","Draycot Fitz Payne","Wiltshire"
"30195","Draycote","Warwickshire"
"30196","Draycot Cerne","Wiltshire"
"30197","Draycot","Oxfordshire"
"30198","Drawbridge","Cornwall"
"30199","Drax","North Yorkshire"
"30200","Draughton","North Yorkshire"
"30201","Drakewalls","Cornwall"
"30202","Draughton","Northamptonshire"
"30203","Drakestone Green","Suffolk"
"30204","Drakes Cross","Worcestershire"
"30205","Drakes Broughton","Worcestershire"
"30206","Drakemyre","Ayrshire"
"30207","Drakemyre","Aberdeenshire"
"30208","Drakelow","Worcestershire"
"30209","Drakeland Corner","Devon"
"30210","Dragon's Hill","Dorset"
"30211","Drakehouse","South Yorkshire"
"30212","West Hatch","Wiltshire"
"30213","West Hatch","Somerset"
"30214","West Harton","Tyne and Wear"
"30215","West Harting","West Sussex"
"30216","Dragons Green","West Sussex"
"30217","Draffan","Lanarkshire"
"30218","Dragley Beck","Cumbria"
"30219","Dragonby","Lincolnshire"
"30220","Drabblegate","Norfolk"
"30221","Draethen","Caerphilly/Caerffili"
"30222","Dozmary Pool","Cornwall"
"30223","Doynton","Gloucestershire"
"30224","Doxford Park","Durham"
"30225","Doxey","Staffordshire"
"30226","Downton","Hampshire"
"30227","Downton","Powys/Powys"
"30228","Downton","Shropshire"
"30229","Dowsby","Lincolnshire"
"30230","Dowsdale","Lincolnshire"
"30231","Dowslands","Somerset"
"30232","Downton","Wiltshire"
"30233","Down Thomas","Devon"
"30234","Down, The","Shropshire"
"30235","Down Street","East Sussex"
"30236","Down St Mary","Devon"
"30237","Downside","Somerset"
"30238","Downside","Surrey"
"30239","West Harrow","London"
"30240","West Harptree","Somerset"
"30241","West Harlsey","North Yorkshire"
"30242","West Hardwick","West Yorkshire"
"30243","Downside","Bedfordshire"
"30244","Downside","East Sussex"
"30245","Downside","Somerset"
"30246","Downs","Glamorgan/Morgannwg"
"30247","Down Park","West Sussex"
"30248","Downley","Buckinghamshire"
"30249","Downinney","Cornwall"
"30250","Downies","Aberdeenshire"
"30251","Downholme","North Yorkshire"
"30252","Downicary","Devon"
"30253","Downholland Cross","Merseyside"
"30254","Downhill","Durham"
"30255","Downhill","Cornwall"
"30256","Downhead Park","Buckinghamshire"
"30257","Downhead","Somerset"
"30258","Downham","Northumberland"
"30259","Downham","Lancashire"
"30260","Downham Market","Norfolk"
"30261","Down Hatherley","Gloucestershire"
"30262","Downham","London"
"30263","Downham","Essex"
"30264","Down Hall","Cumbria"
"30265","Downgate","Cornwall"
"30266","Downfield","Dundee"
"30267","Downend","Isle of Wight"
"30268","Downend","Gloucestershire"
"30269","Downend","Bristol"
"30270","Downend","Berkshire"
"30271","Down Field","Cambridgeshire"
"30272","Down End","Somerset"
"30273","Dowlish Wake","Somerset"
"30274","Downall Green","Merseyside"
"30275","Down Ampney","Gloucestershire"
"30276","Downderry","Cornwall"
"30277","Downe","London"
"30278","Westhide","Herefordshire"
"30279","Dowlish Ford","Somerset"
"30280","Dowlesgreen","Berkshire"
"30281","Dowles Brook","Shropshire"
"30282","Dowles Brook","Shropshire"
"30283","Dowles","Worcestershire"
"30284","Dowland","Devon"
"30285","Dowlais Top","Merthyr Tydfil/Merthyr Tydfil"
"30286","Dowbridge","Lancashire"
"30287","Dowe Hill","Norfolk"
"30288","Dowlais","Merthyr Tydfil/Merthyr Tydfil"
"30289","West Hanningfield","Essex"
"30290","Dowanhill","Glasgow"
"30291","Doversgreen","Surrey"
"30292","Doveridge","Staffordshire"
"30293","Doverhay","Somerset"
"30294","Doverdale","Worcestershire"
"30295","Dovercourt","Essex"
"30296","Dover","Lancashire"
"30297","Dover","Kent"
"30298","Dove Point","Merseyside"
"30299","Dovenby","Cumbria"
"30300","Dovendale","Lincolnshire"
"30301","West Hanney","Oxfordshire"
"30302","West Handley","Derbyshire"
"30303","West Hampstead","London"
"30304","Dovecot","Merseyside"
"30305","Dovecothall","Renfrewshire"
"30306","Dove Green","Nottinghamshire"
"30307","Dove Holes","Derbyshire"
"30308","Dove","Derbyshire"
"30309","Dove","North Yorkshire"
"30310","Dovaston","Shropshire"
"30311","Doura","Ayrshire"
"30312","Dousland","Devon"
"30313","Dounie","Highland"
"30314","Doun Charlabhaigh","Western Isles"
"30315","Doune","Highland"
"30316","Doune","Stirling"
"30317","Doulting","Somerset"
"30318","Dounby","Orkney"
"30319","Douglas West","Lanarkshire"
"30320","Douglas Water","Lanarkshire"
"30321","Douglastown","Angus"
"30322","Douglas and Angus","Dundee"
"30323","Douglas","Isle of Man"
"30324","Douglas","Lanarkshire"
"30325","Douglas","Lancashire"
"30326","Douchary","Highland"
"30327","Doughton","Gloucestershire"
"30328","Doughton","Norfolk"
"30329","Westhampnett","West Sussex"
"30330","Dottery","Dorset"
"30331","Doublebois","Cornwall"
"30332","Double Hill","Somerset"
"30333","Dothill","Shropshire"
"30334","Dothan","Anglesey/Sir Fon"
"30335","Dosthill","Staffordshire"
"30336","Doseley","Shropshire"
"30337","Dorton","Buckinghamshire"
"30338","Dorstone","Herefordshire"
"30339","Dorrington","Shropshire"
"30340","Dorsington","Warwickshire"
"30341","West Ham","Hampshire"
"30342","Dorrington","Lincolnshire"
"30343","Dorridge","West Midlands"
"30344","Dorrery","Highland"
"30345","Dornock","Dumfries and Galloway"
"30346","Dornoch","Highland"
"30347","Dornie","Highland"
"30348","Dorney Reach","Berkshire"
"30349","Dorney","Buckinghamshire"
"30350","Dorn","Gloucestershire"
"30351","Dorn","Oxfordshire"
"30352","Dormston","Worcestershire"
"30353","Dormington","Herefordshire"
"30354","West Ham","Northumberland"
"30355","Westham","Dorset"
"30356","Westham","East Sussex"
"30357","Westham","Somerset"
"30358","West Halton","Lincolnshire"
"30359","Westhall Hill","Oxfordshire"
"30360","West Hallam","Derbyshire"
"30361","Westhall","Suffolk"
"30362","West Hagley","Worcestershire"
"30363","West Hagbourne","Oxfordshire"
"30364","West Haddon","Northamptonshire"
"30365","West Haddlesey","North Yorkshire"
"30366","West Grinstead","West Sussex"
"30367","West Grimstead","Wiltshire"
"30368","West Green","South Yorkshire"
"30369","West Green","Hampshire"
"30370","West Green","London"
"30371","West Green","West Sussex"
"30372","West Grafton","Wiltshire"
"30373","West Gorton","Manchester"
"30374","West Glen","Lincolnshire"
"30375","West Ginge","Oxfordshire"
"30376","Westgate Street","Norfolk"
"30377","Westgate on Sea","Kent"
"30378","Westgate Hill","West Yorkshire"
"30379","Westgate","Norfolk"
"30380","Westgate","Lincolnshire"
"30381","Westgate","Durham"
"30382","Dormer's Wells","London"
"30383","Dormanstown","West Yorkshire"
"30384","Dormans Park","Surrey"
"30385","Dormansland","Surrey"
"30386","Dorley's Corner","Suffolk"
"30387","Dorking Tye","Suffolk"
"30388","Dorking","Surrey"
"30389","Dores","Highland"
"30390","Dore","South Yorkshire"
"30391","Dore","South Yorkshire"
"30392","Dordon","Warwickshire"
"30393","Dordale","Worcestershire"
"30394","Dorchester","Oxfordshire"
"30395","Dorcan","Wiltshire"
"30396","Dorchester","Dorset"
"30397","Dorback Burn","Moray"
"30398","Dora's Green","Hampshire"
"30399","Doonfoot","Ayrshire"
"30400","Doon","Ayrshire"
"30401","Doomsday Green","West Sussex"
"30402","Doodilmoor","Argyll and Bute"
"30403","Donyatt","Somerset"
"30404","Donwell","Durham"
"30405","Donnington Wood","Shropshire"
"30406","Donnington","Shropshire"
"30407","Donnington","Berkshire"
"30408","Donnington","Gloucestershire"
"30409","Donnington","West Sussex"
"30410","Donnington","Gloucestershire"
"30411","Donna Nook","Lincolnshire"
"30412","Donkey Town","Surrey"
"30413","Donkey Street","Kent"
"30414","Don Johns","Essex"
"30415","Donisthorpe","Leicestershire"
"30416","Donington South Ing","Lincolnshire"
"30417","Donington on Bain","Lincolnshire"
"30418","Donington le Heath","Leicestershire"
"30419","Donington Eaudike","Lincolnshire"
"30420","Donington","Shropshire"
"30421","Donington","Lincolnshire"
"30422","Doniford","Somerset"
"30423","Donhead St Mary","Wiltshire"
"30424","Donhead St Andrew","Wiltshire"
"30425","Dones Green","Cheshire"
"30426","Doncaster Common","South Yorkshire"
"30427","Doncaster","South Yorkshire"
"30428","Don","Lincolnshire"
"30429","Don","Aberdeenshire"
"30430","Don","South Yorkshire"
"30431","Dommett","Somerset"
"30432","Domgay","Powys/Powys"
"30433","Domewood","Surrey"
"30434","Dolywern","Wrexham"
"30435","Dolymelinau","Powys/Powys"
"30436","Dolyhir","Powys/Powys"
"30437","Dolydd","Gwynedd/Gwynedd"
"30438","Dol-y-cannau","Powys/Powys"
"30439","Dol-y-Bont","Cardiganshire/Ceredigion"
"30440","Dolwyddelan","Conwy/Conwy"
"30441","Dolwyd","Conwy/Conwy"
"30442","Dolwen","Conwy/Conwy"
"30443","Dolton","Devon"
"30444","Dolphinton","Lanarkshire"
"30445","Dolau","Powys/Powys"
"30446","Dolau","Rhondda"
"30447","Dolbenmaen","Gwynedd/Gwynedd"
"30448","Dole","Cardiganshire/Ceredigion"
"30449","Dolemeads","Somerset"
"30450","Doley","Staffordshire"
"30451","Dolfach","Powys/Powys"
"30452","Dol-ffanog","Gwynedd/Gwynedd"
"30453","Dolfor","Powys/Powys"
"30454","Dolgarrog","Conwy/Conwy"
"30455","Dolgellau","Gwynedd/Gwynedd"
"30456","Dolgerdd","Cardiganshire/Ceredigion"
"30457","Dolgoch","Gwynedd/Gwynedd"
"30458","Dolhelfa","Powys/Powys"
"30459","Dolhendre","Gwynedd/Gwynedd"
"30460","Doll","Highland"
"30461","Dollar","Clackmannanshire"
"30462","Dolley Green","Powys/Powys"
"30463","Dollis Hill","London"
"30464","Dollwen","Cardiganshire/Ceredigion"
"30465","Dolphin","Flintshire/Sir Fflint"
"30466","Dolphingstone","East Lothian"
"30467","Dolphinholme","Lancashire"
"30468","Dolphinston","Scottish Borders"
"30469","West Garforth","West Yorkshire"
"30470","Westford","Highland"
"30471","West Flodden","Northumberland"
"30472","Westford","Somerset"
"30473","West Firle","East Sussex"
"30474","West Fleetham","Northumberland"
"30475","Westfield Sole","Kent"
"30476","Westfields of Rattray","Perth and Kinross"
"30477","Westfields","Herefordshire"
"30478","West Fields","Berkshire"
"30479","Westfields","Dorset"
"30480","Westfield","West Lothian"
"30481","Westfield","Lanarkshire"
"30482","West Field","Lincolnshire"
"30483","Westfield","Norfolk"
"30484","Westfield","Angus"
"30485","Westfield","West Yorkshire"
"30486","West Field","North Yorkshire"
"30487","Westfield","South Yorkshire"
"30488","Westfield","West Yorkshire"
"30489","Westfield","Cumbria"
"30490","Westfield","Surrey"
"30491","Westfield","Highland"
"30492","Westfield","Somerset"
"30493","Westfield","Herefordshire"
"30494","Westfield","East Sussex"
"30495","Westfield","Hampshire"
"30496","West Felton","Shropshire"
"30497","West Ferry","Dundee"
"30498","West Farndon","Northamptonshire"
"30499","West Farleigh","Kent"
"30500","West Ewell","Surrey"
"30501","Westerwick","Shetland Isles"
"30502","Westerton of Runavey","Perth and Kinross"
"30503","Wester Skeld","Shetland Isles"
"30504","Westerton","West Sussex"
"30505","Westerton","Durham"
"30506","Dolanog","Powys/Powys"
"30507","Dog Village","Devon"
"30508","Doirlinn Head","Western Isles"
"30509","Dogsthorpe","Cambridgeshire"
"30510","Dogmersfield","Hampshire"
"30511","Dogley Lane","West Yorkshire"
"30512","Dogingtree Estate","Staffordshire"
"30513","Dog Hill","Lancashire"
"30514","Dog & Gun","Lancashire"
"30515","Dogdyke","Lincolnshire"
"30516","Doffcocker","Lancashire"
"30517","Doe Lea","Derbyshire"
"30518","Doehole","Derbyshire"
"30519","Doe Green","Cheshire"
"30520","Doe Bank","West Midlands"
"30521","Dodworth Green","South Yorkshire"
"30522","Dodworth Bottom","South Yorkshire"
"30523","Dodworth","South Yorkshire"
"30524","Dodmarsh","Herefordshire"
"30525","Dodscott","Devon"
"30526","Dods Leigh","Staffordshire"
"30527","Dodman Point","Cornwall"
"30528","Dodleston","Cheshire"
"30529","Dodington","Gloucestershire"
"30530","Dodington","Somerset"
"30531","Dodford","Northamptonshire"
"30532","Dodford","Worcestershire"
"30533","Doddycross","Cornwall"
"30534","Doddshill","Norfolk"
"30535","Doddiscombsleigh","Devon"
"30536","Doddington","Northumberland"
"30537","Doddington","Lincolnshire"
"30538","Doddington","Kent"
"30539","Doddington","Shropshire"
"30540","Doddington","Cambridgeshire"
"30541","Doddinghurst","Essex"
"30542","Doddenham","Worcestershire"
"30543","Dodbrooke","Devon"
"30544","Docton","Devon"
"30545","Doc Penfro (Pembroke Dock)","Pembrokeshire/Sir Benfro"
"30546","Dockroyd","West Yorkshire"
"30547","Dockray","Cumbria"
"30548","Docklow","Herefordshire"
"30549","Docker","Lancashire"
"30550","Docking","Norfolk"
"30551","Dockenfield","Surrey"
"30552","Dochgarroch","Highland"
"30553","Dockeney","Norfolk"
"30554","Dochart","Stirling"
"30555","Doccombe","Devon"
"30556","Dobwalls","Cornwall"
"30557","Dobson's Bridge","Shropshire"
"30558","Dobs Hill","Flintshire/Sir Fflint"
"30559","Dobcross","Lancashire"
"30560","Dizzard","Cornwall"
"30561","Dizzard Point","Cornwall"
"30562","Dixton","Gloucestershire"
"30563","Divie","Moray"
"30564","Dittons","East Sussex"
"30565","Ditton Priors","Shropshire"
"30566","Ditton Green","Cambridgeshire"
"30567","Ditton Brook","Merseyside"
"30568","Ditton","Kent"
"30569","Ditton","Cheshire"
"30570","Dittisham","Devon"
"30571","Ditteridge","Wiltshire"
"30572","Ditherington","Shropshire"
"30573","Ditchling","East Sussex"
"30574","Ditchingham","Suffolk"
"30575","Ditchfield","Buckinghamshire"
"30576","Ditcheat","Somerset"
"30577","Ditchampton","Wiltshire"
"30578","Distington","Cumbria"
"30579","Disserth","Powys/Powys"
"30580","Diss","Norfolk"
"30581","Disley","Cheshire"
"30582","Dishley","Leicestershire"
"30583","Dishforth","North Yorkshire"
"30584","Dishes","Orkney"
"30585","Diseworth","Leicestershire"
"30586","Discove","Somerset"
"30587","Dirnanean","Perth and Kinross"
"30588","Dirt Pot","Northumberland"
"30589","Discoed","Powys/Powys"
"30590","Dirleton","East Lothian"
"30591","Direcleit","Western Isles"
"30592","Diptonmill","Northumberland"
"30593","Dipton","Durham"
"30594","Diptford","Devon"
"30595","Dippool Water","Lanarkshire"
"30596","Dipple","Ayrshire"
"30597","Dipple","Devon"
"30598","Dippin Head","Ayrshire"
"30599","Dippertown","Devon"
"30600","Dippenhall","Surrey"
"30601","Dippen","Ayrshire"
"30602","Dionard","Highland"
"30603","Dipford","Somerset"
"30604","Dipley","Hampshire"
"30605","Wester Ross","Highland"
"30606","Dinworthy","Devon"
"30607","Dinton","Buckinghamshire"
"30608","Dinton","Wiltshire"
"30609","Dinorwic","Gwynedd/Gwynedd"
"30610","Dinnington","South Yorkshire"
"30611","Dinnington","Tyne and Wear"
"30612","Dinnington","Somerset"
"30613","Dinnet","Aberdeenshire"
"30614","Dinmael","Conwy/Conwy"
"30615","Dinlabyre","Scottish Borders"
"30616","Dingwall","Highland"
"30617","Dingley","Northamptonshire"
"30618","Dingleton","Scottish Borders"
"30619","Dingleden","Kent"
"30620","Dingle","Lancashire"
